id,date,user,pc,activity
{R1K0-O1PK60UX-1968VAUD},01/04/2010 08:20:55,DTAA/LEH0561,PC-4482,Logon
{O8Y5-I4PB23IC-6813PAON},01/04/2010 08:21:00,DTAA/DRO0516,PC-2367,Logon
{K1F7-G5DF99SM-5129CTWI},01/04/2010 08:21:07,DTAA/MIH0429,PC-4650,Logon
{A4S2-F8IV39PU-0854TBHM},01/04/2010 08:21:08,DTAA/NSP0910,PC-4479,Logon
{K9S6-P1GX18XP-9368USPU},01/04/2010 08:21:09,DTAA/HIB0604,PC-4209,Logon
{C3U0-U0NU38YH-6400GFCF},01/04/2010 08:21:09,DTAA/JLM0053,PC-1334,Logon
{V1Y7-X9WG44WH-6184DXYP},01/04/2010 08:21:36,DTAA/NDH0807,PC-3527,Logon
{V3W5-N0LG97EP-9436YTVE},01/04/2010 08:21:49,DTAA/EEB0134,PC-0596,Logon
{R9U8-U4HR86DD-6918RGVB},01/04/2010 08:21:52,DTAA/ZKN0548,PC-3415,Logon
{T3P3-E3MT81FP-6681OTCP},01/04/2010 08:21:54,DTAA/KBB0983,PC-2629,Logon
{R5D3-F0TA70XP-1226UMND},01/04/2010 08:21:56,DTAA/AAK0924,PC-4772,Logon
{P6G1-Z9OI96CQ-6861ZAMI},01/04/2010 08:21:57,DTAA/RHP0688,PC-2436,Logon
{K3X0-Y7VV66YP-9073MWBE},01/04/2010 08:21:59,DTAA/GRS0372,PC-2242,Logon
{T8Q1-D9PE95GZ-2995KOQV},01/04/2010 08:22:00,DTAA/TLB0017,PC-0053,Logon
{X0A7-C0SM86ZT-2932YZGJ},01/04/2010 08:22:01,DTAA/TJP0714,PC-2079,Logon
{M0R4-N2IU75UI-0679KAQC},01/04/2010 08:22:09,DTAA/ELD1000,PC-3390,Logon
{N1R4-X4HK56IW-4435FTAH},01/04/2010 08:22:16,DTAA/TIW0195,PC-0513,Logon
{O9Q7-Y1JL93IX-0459BZIH},01/04/2010 08:22:22,DTAA/CSA0071,PC-4744,Logon
{X0Y3-L4QC29YL-5608RCGM},01/04/2010 08:22:25,DTAA/PKM0092,PC-0731,Logon
{J0W2-U0PF12UN-5776QULX},01/04/2010 08:22:39,DTAA/EAM0745,PC-0220,Logon
{E8R7-T5QD10QH-6169CPWI},01/04/2010 08:23:02,DTAA/SAH0192,PC-4079,Logon
{C3F2-P5QA22CT-5098QWSS},01/04/2010 08:23:10,DTAA/BCB0013,PC-1377,Logon
{A0L5-R3DF02RI-6398XTOH},01/04/2010 08:23:17,DTAA/ARR0758,PC-2652,Logon
{G8J2-C4LR14RA-9488ZOKU},01/04/2010 08:23:18,DTAA/DOO0986,PC-0500,Logon
{P7Z3-B2DB54LF-2325SNSG},01/04/2010 08:23:18,DTAA/AXB0007,PC-4306,Logon
{N5P7-O7OS35UH-5153QHCL},01/04/2010 08:23:20,DTAA/MAG0290,PC-4646,Logon
{K4T1-W5XT34BY-5822CBDG},01/04/2010 08:23:21,DTAA/QKR0651,PC-4881,Logon
{W5S6-T1OP19BQ-1739SAHO},01/04/2010 08:23:44,DTAA/AAH0734,PC-0280,Logon
{Z2O9-J8GM20WJ-5698KFKI},01/04/2010 08:23:54,DTAA/SAM0954,PC-3599,Logon
{I6W4-L8QO63DR-2220SNYD},01/04/2010 08:24:11,DTAA/LGA0042,PC-0768,Logon
{I0H2-D4DN78AI-9143SGAI},01/04/2010 08:24:14,DTAA/MIC0914,PC-3326,Logon
{S9E6-X4EN13KF-0046NKOA},01/04/2010 08:24:21,DTAA/MGY0732,PC-1199,Logon
{W3O4-R5TP10ZR-6472PHHC},01/04/2010 08:25:36,DTAA/OBD0786,PC-1924,Logon
{L0H9-Z4ZY47EK-2791KVMR},01/04/2010 08:25:41,DTAA/MBR0166,PC-3669,Logon
{C8U5-C6NU06WM-5052DYOY},01/04/2010 08:25:42,DTAA/VMM0309,PC-1276,Logon
{X9U5-L0SK07DY-9878LTNA},01/04/2010 08:25:52,DTAA/HSH0981,PC-2723,Logon
{F7U8-I9PX83EQ-1348USMO},01/04/2010 08:26:05,DTAA/BGF0236,PC-1848,Logon
{L4D4-Y1SZ80RG-5396PQRJ},01/04/2010 08:26:07,DTAA/QOH0361,PC-3747,Logon
{P2B3-A7VA56EW-4846DYFA},01/04/2010 08:26:29,DTAA/DRN0845,PC-1345,Logon
{Z3C0-M0DV19WJ-6617PPTC},01/04/2010 08:26:36,DTAA/SOM0478,PC-3348,Logon
{R0M1-Y4IF97HP-3512PHIR},01/04/2010 08:26:41,DTAA/IWM0482,PC-0146,Logon
{C0N1-H2TE26SA-7643VWOP},01/04/2010 08:26:48,DTAA/WDW0198,PC-2106,Logon
{V1E0-W4TE35NO-3844OVLO},01/04/2010 08:27:11,DTAA/IGB0310,PC-4962,Logon
{R7S5-B5CA60XL-1658YGTW},01/04/2010 08:27:23,DTAA/VFT0014,PC-1870,Logon
{Z0W1-A1LW51QE-7257ZRKQ},01/04/2010 08:27:34,DTAA/ARG0405,PC-3289,Logon
{H1D5-E2LU39HS-9816BENZ},01/04/2010 08:28:07,DTAA/GWS0381,PC-0975,Logon
{G3H7-P5BE12CJ-2236GKPR},01/04/2010 08:28:09,DTAA/JKW0464,PC-1764,Logon
{M6G7-K4JQ25VZ-8398LZBV},01/04/2010 08:28:13,DTAA/SVM0756,PC-0312,Logon
{X1K8-G6BV36DK-4031THHK},01/04/2010 08:28:26,DTAA/AAK0658,PC-3233,Logon
{L8D7-S9TM67XM-2933HCPU},01/04/2010 08:28:27,DTAA/IRH0176,PC-4706,Logon
{T7C2-D9FG68QN-6142LLYG},01/04/2010 08:28:31,DTAA/JIH0640,PC-2393,Logon
{E8E4-V4CU09PO-9336LQFL},01/04/2010 08:28:33,DTAA/AKW0582,PC-0891,Logon
{B3K8-M7BZ71MZ-0488KCTJ},01/04/2010 08:28:57,DTAA/QLW0941,PC-2395,Logon
{W4P0-D7UY59ZS-3766JZEL},01/04/2010 08:29:01,DTAA/HSD0519,PC-2047,Logon
{A0J1-C5XF60MB-2395CDMW},01/04/2010 08:29:02,DTAA/KVH0355,PC-0826,Logon
{A5W2-G4NL80RC-8745EKXM},01/04/2010 08:29:03,DTAA/JHC0703,PC-2149,Logon
{W0Z4-U4CD53MN-3262THJC},01/04/2010 08:29:06,DTAA/PRB0157,PC-3799,Logon
{K3R4-S6DW63MB-9729TDAB},01/04/2010 08:29:10,DTAA/SSB0151,PC-4616,Logon
{B7S1-S0LI22FU-1967TPSF},01/04/2010 08:29:16,DTAA/YLO0362,PC-2343,Logon
{W1F4-C3SJ28TU-6638ODLM},01/04/2010 08:29:16,DTAA/HNR0891,PC-2784,Logon
{G5N4-M7JM62IM-3336CSLX},01/04/2010 08:29:28,DTAA/LQA0232,PC-1045,Logon
{Z3R7-S1NQ49SS-3053GPDV},01/04/2010 08:29:46,DTAA/ZCA0652,PC-4944,Logon
{L7S0-T9WV54FT-6143HQPA},01/04/2010 08:29:54,DTAA/MTM0239,PC-3013,Logon
{G3T9-V5DP10RR-4488DABB},01/04/2010 08:29:57,DTAA/UMK0142,PC-3542,Logon
{G3J2-X7CJ97MO-0547WQOX},01/04/2010 08:30:01,DTAA/OHW0215,PC-3457,Logon
{M3P8-X6EC07BG-4724WMGQ},01/04/2010 08:30:02,DTAA/LBB0095,PC-2780,Logon
{V0Q4-V6UR70UD-4376CKJM},01/04/2010 08:30:02,DTAA/LLK0316,PC-3784,Logon
{A6N5-K0EE02YR-3113GVCR},01/04/2010 08:30:03,DTAA/HDB0655,PC-3968,Logon
{R1A9-Q5TB58KZ-6326WITW},01/04/2010 08:30:35,DTAA/JWW0076,PC-2377,Logon
{A7U5-B8YX93UF-5752HRUS},01/04/2010 08:30:44,DTAA/DFZ0063,PC-4442,Logon
{M7R9-A4DC79XM-3078NDHG},01/04/2010 08:31:10,DTAA/KSP0927,PC-2221,Logon
{O4P6-M3QQ79KA-6756JPIN},01/04/2010 08:32:02,DTAA/LKY0181,PC-2856,Logon
{I6S7-D9VR08YM-8763HLFP},01/04/2010 08:32:05,DTAA/AEG0905,PC-0211,Logon
{Z7S5-F3TG25EH-8244JIZE},01/04/2010 08:32:08,DTAA/SFS0308,PC-4828,Logon
{Q3L5-J2AX09MU-3452VFUK},01/04/2010 08:32:13,DTAA/CPP0761,PC-2665,Logon
{S1P6-I3BK92NT-4065KVQZ},01/04/2010 08:32:16,DTAA/ALL0155,PC-2670,Logon
{W9F2-S0NZ79ZD-3468OPAS},01/04/2010 08:32:35,DTAA/HTS0265,PC-1744,Logon
{K5K6-N5TE29YB-3599KMBF},01/04/2010 08:32:51,DTAA/CLB0995,PC-4952,Logoff
{K7C4-T1OY18GD-0453RPCL},01/04/2010 08:33:00,DTAA/MCF0985,PC-1294,Logon
{B1P9-Y6SV78FV-9413TLSF},01/04/2010 08:33:03,DTAA/BQW0149,PC-3620,Logon
{L6M5-K1BP31BW-5167KXBP},01/04/2010 08:33:08,DTAA/MRS0395,PC-3976,Logon
{H1M8-B4VA33PA-4424MMWJ},01/04/2010 08:33:27,DTAA/BSM0334,PC-2722,Logon
{T0Q3-G2QY34ED-3151WBTB},01/04/2010 08:33:43,DTAA/MSP0078,PC-1731,Logon
{T9W6-V2QU92XM-7850GKDP},01/04/2010 08:34:09,DTAA/OIR0424,PC-0686,Logon
{Y3R3-T4DX04FH-0948NKLQ},01/04/2010 08:34:21,DTAA/LRS0325,PC-0652,Logon
{J7E0-T7FD43HL-6342EVRZ},01/04/2010 08:34:27,DTAA/PXB0069,PC-1972,Logon
{Q2V7-E4UT16BA-0795POLC},01/04/2010 08:34:31,DTAA/EDG0766,PC-4451,Logon
{N9J1-E9DC01FU-0597FXMR},01/04/2010 08:34:58,DTAA/AJS0978,PC-1738,Logon
{M8C5-E5BR99GT-6139VGQN},01/04/2010 08:35:04,DTAA/VMF0423,PC-4970,Logon
{J7H8-E6NH93PN-4210QRRX},01/04/2010 08:35:04,DTAA/CGC0877,PC-2894,Logon
{B6N9-T6DL72GT-4623TDXO},01/04/2010 08:35:15,DTAA/SMW0913,PC-3438,Logon
{U9L6-M4RG65TB-0027XCDO},01/04/2010 08:35:28,DTAA/CLP0332,PC-1179,Logon
{H7P1-X5DT17LR-2245FLYK},01/04/2010 08:35:31,DTAA/UBH0964,PC-4473,Logon
{O9H2-O3WG54CA-2549WBBW},01/04/2010 08:35:35,DTAA/JDM0940,PC-0461,Logon
{W5F5-D9UQ88JR-5323GTBU},01/04/2010 08:35:44,DTAA/LYC0672,PC-4047,Logon
{I6B1-F0KJ72HA-3507BLOO},01/04/2010 08:36:01,DTAA/QZD0164,PC-4694,Logon
{V8Y9-F2JW31FO-5203EQFE},01/04/2010 08:36:08,DTAA/DSM0990,PC-4863,Logon
{L8F5-H7WU89RQ-1766GYQW},01/04/2010 08:36:08,DTAA/GTR0327,PC-3366,Logon
{W4H0-I2UG05KD-6524BGBM},01/04/2010 08:36:09,DTAA/RLS0966,PC-3614,Logon
{O0Z2-U3AP30GS-3598SRXF},01/04/2010 08:36:13,DTAA/MMH0612,PC-2886,Logon
{N0C8-Y3IR44AD-7231ALID},01/04/2010 08:36:20,DTAA/MKN0234,PC-1273,Logon
{Q0T5-X6WC41CR-1168DNTZ},01/04/2010 08:36:27,DTAA/FAF0578,PC-0408,Logon
{K8W0-J6ED57LS-2105FUVT},01/04/2010 08:36:28,DTAA/ARB0050,PC-0115,Logon
{F1A2-J8OD72EU-6747XFUG},01/04/2010 08:36:34,DTAA/IVS0463,PC-3330,Logon
{F3V0-Y2AQ51SB-1806FCKY},01/04/2010 08:36:42,DTAA/PAG0557,PC-3405,Logon
{N3Y4-O4IN28VX-7502ORFA},01/04/2010 08:36:54,DTAA/AJC0266,PC-4661,Logon
{Q7K9-W5VI96RO-6271CGYY},01/04/2010 08:37:13,DTAA/KMG0002,PC-4856,Logon
{X3M1-Y9JC26SB-5596SKFF},01/04/2010 08:37:27,DTAA/OES0636,PC-3802,Logon
{I7W0-O7TY50MM-1431GSKI},01/04/2010 08:37:29,DTAA/CHA0174,PC-2751,Logon
{E8Q8-R4ND71SB-7667PUPQ},01/04/2010 08:37:30,DTAA/JSB0493,PC-2493,Logon
{G7B9-Y2QW65XE-9585OWYG},01/04/2010 08:37:30,DTAA/AJC0203,PC-1144,Logon
{M0S6-N7OO12IT-7290ADVC},01/04/2010 08:37:33,DTAA/JSW0180,PC-2587,Logon
{I4T4-Z7HB50UX-2944EIOV},01/04/2010 08:37:37,DTAA/BRB0908,PC-4252,Logon
{O1O9-F9KK71GL-7230INAY},01/04/2010 08:37:39,DTAA/ANC0012,PC-0964,Logon
{T6V4-V2OF46WH-8277CWZO},01/04/2010 08:37:45,DTAA/SBK0108,PC-4158,Logon
{H8B7-D7FG38PI-2862MTAM},01/04/2010 08:37:47,DTAA/CLN0999,PC-2368,Logon
{D0C2-I1VW81UU-5370OFCG},01/04/2010 08:37:48,DTAA/SER0835,PC-1201,Logon
{V7Y2-V6VV74CX-3111ABGZ},01/04/2010 08:37:54,DTAA/VNM0127,PC-3456,Logon
{P3H2-D0HF37AU-0556NAVC},01/04/2010 08:38:01,DTAA/DDK0417,PC-0980,Logon
{T3K1-H5NO47IN-2278MJLS},01/04/2010 08:38:03,DTAA/AIB0797,PC-4147,Logon
{D8Y9-W3QI00ZY-7158DRDC},01/04/2010 08:38:07,DTAA/KGS0398,PC-1620,Logon
{S7O2-J2CF68TL-1590INJV},01/04/2010 08:38:18,DTAA/EML0060,PC-0777,Logon
{L9R1-B8EB59CY-5379WLCK},01/04/2010 08:38:24,DTAA/STF0145,PC-0191,Logon
{G1F1-X1UC98KJ-4900JKTQ},01/04/2010 08:38:33,DTAA/PDB0413,PC-3571,Logon
{G5P8-X8JI19XT-6458IFAC},01/04/2010 08:38:35,DTAA/BHH0460,PC-2630,Logon
{Q8I5-D6MX95ND-8690INOB},01/04/2010 08:38:54,DTAA/SBC0360,PC-0598,Logon
{I3P6-T0LA48RF-5580HPOT},01/04/2010 08:38:58,DTAA/GNB0481,PC-3826,Logon
{Y8M0-Z9IJ33ZK-2335HXCG},01/04/2010 08:39:03,DTAA/WNS0816,PC-1040,Logon
{Z9L8-O7TD01GM-3324SPWL},01/04/2010 08:39:06,DTAA/QVM0338,PC-4327,Logon
{J3M8-S8FG00KC-5662FMHC},01/04/2010 08:39:10,DTAA/SGC0118,PC-4739,Logon
{G2T2-O6CT23LQ-2252MODL},01/04/2010 08:39:11,DTAA/LJU0036,PC-0632,Logon
{U9Y5-T9WO88LH-5665GZBZ},01/04/2010 08:39:22,DTAA/ADR0219,PC-2943,Logon
{O8M4-J4IN78TZ-0709GAHP},01/04/2010 08:39:24,DTAA/SES0660,PC-2111,Logon
{F7U6-K8HG25DG-4483RJFY},01/04/2010 08:39:35,DTAA/CTF0687,PC-2959,Logon
{X4Q2-M0AK43LS-6917JMGN},01/04/2010 08:39:37,DTAA/DFW0798,PC-3141,Logon
{P2Q1-N5HS44AL-3604EFHF},01/04/2010 08:39:38,DTAA/VMA0051,PC-1950,Logon
{M7H5-C4SO56OW-2757SVKV},01/04/2010 08:39:44,DTAA/EMR0242,PC-1306,Logon
{Z1J8-Z0SY09NG-7238GDQH},01/04/2010 08:39:46,DTAA/FTB0295,PC-0793,Logon
{B1H2-H5KF25FM-7868FKSY},01/04/2010 08:39:53,DTAA/SKB0263,PC-2809,Logon
{F8D1-Q4JJ80VD-2358IEQQ},01/04/2010 08:39:53,DTAA/IJG0454,PC-2407,Logon
{M2T6-O9OO85EI-7821LGHE},01/04/2010 08:39:58,DTAA/AKS0283,PC-3049,Logon
{D9M4-Q7IE70OW-3378MHEF},01/04/2010 08:39:58,DTAA/RIM0938,PC-1089,Logon
{G3V5-A3CU45HL-8627JFBL},01/04/2010 08:39:59,DTAA/ABS0726,PC-3698,Logon
{F4Y8-A5MZ06JG-0964OGSX},01/04/2010 08:40:04,DTAA/GVH0277,PC-3870,Logon
{E6F0-V9PQ36MV-1271VGJB},01/04/2010 08:40:11,DTAA/MTS0084,PC-0238,Logon
{R0O9-L9OB21HN-6252JLHH},01/04/2010 08:40:20,DTAA/PMG0890,PC-3988,Logon
{M0Y5-X2CP22JQ-8344BEAZ},01/04/2010 08:40:50,DTAA/BTH0358,PC-4818,Logon
{C1L2-P6TL99NR-2647ZZAA},01/04/2010 08:40:52,DTAA/IKH0904,PC-3664,Logon
{G8A3-F1JH77ZP-2221HBUV},01/04/2010 08:40:53,DTAA/WAB0970,PC-4718,Logon
{D9E7-T0NO02AU-3056NMGL},01/04/2010 08:40:57,DTAA/BMS0001,PC-0003,Logon
{Q5F0-Z3YP31GC-8870GAZQ},01/04/2010 08:41:18,DTAA/GHS0664,PC-1401,Logon
{V0V0-O7IY79RL-6048JUGK},01/04/2010 08:41:33,DTAA/JMM0759,PC-3490,Logon
{B2O8-C9BH53DY-7419PQXD},01/04/2010 08:41:43,DTAA/ANW0351,PC-0593,Logon
{L4E4-B1FY01TP-9973ISZX},01/04/2010 08:42:22,DTAA/BMR0596,PC-2467,Logon
{F8I7-P8DA94KQ-6603PCNR},01/04/2010 08:42:41,DTAA/IMD0280,PC-4679,Logon
{E5D5-A4AK93DU-7171SVFI},01/04/2010 08:42:43,DTAA/GLB0715,PC-4221,Logon
{R8J7-M1CU21UE-0969QNUD},01/04/2010 08:42:45,DTAA/NJW0094,PC-0791,Logon
{B9R3-S4FK81XZ-1078RSWF},01/04/2010 08:43:11,DTAA/CTH0082,PC-4582,Logon
{B6M3-Z3QW28OU-9420GHDR},01/04/2010 08:43:22,DTAA/JBS0654,PC-0184,Logon
{C0W4-A6BT80HI-7952HPPQ},01/04/2010 08:43:49,DTAA/HBL0517,PC-0662,Logon
{L7M4-U0VJ57PH-7744GUQG},01/04/2010 08:43:57,DTAA/RSG0385,PC-4365,Logon
{G4T5-N3IB65VK-2888RJHU},01/04/2010 08:44:06,DTAA/ALW0834,PC-0557,Logon
{W7O0-P5KH46OB-2059ZXDI},01/04/2010 08:44:11,DTAA/NJH0593,PC-3128,Logon
{W3S8-Z4NO66DO-5851JYES},01/04/2010 08:44:15,DTAA/LPB0141,PC-3489,Logon
{L8C2-G2JL70WT-3032TLUR},01/04/2010 08:44:18,DTAA/DBB0235,PC-0309,Logon
{H3M8-A1UW92EE-2093OAPM},01/04/2010 08:44:38,DTAA/BXY0648,PC-4952,Logon
{K3K8-Y3OQ00HA-8610OEQM},01/04/2010 08:44:55,DTAA/EEK0031,PC-2889,Logon
{K8H5-N5BG75EY-6860HORS},01/04/2010 08:44:58,DTAA/JMA0875,PC-2941,Logon
{F2M0-Z3OE57VM-2571ABBD},01/04/2010 08:45:16,DTAA/CDE0810,PC-3344,Logon
{J5Z7-P1IC96SU-8080WXMT},01/04/2010 08:45:16,DTAA/BMK0943,PC-3319,Logon
{G2O5-H0ZS14GD-3405PROV},01/04/2010 08:45:20,DTAA/AHV0103,PC-0201,Logon
{J2I3-T1ZR31MY-8508OXMK},01/04/2010 08:45:22,DTAA/CRJ0934,PC-3946,Logon
{H2B5-J7PF34DZ-1408GOMS},01/04/2010 08:45:31,DTAA/SJH0588,PC-2512,Logon
{Z6I9-P1JV42TP-8616GOWU},01/04/2010 08:45:58,DTAA/ARW0541,PC-2488,Logon
{L7Q8-A3HI20GW-3964GDIV},01/04/2010 08:46:06,DTAA/LCP0359,PC-2902,Logon
{E9D6-M3NH33TA-7720BSFX},01/04/2010 08:46:23,DTAA/PBH0441,PC-0264,Logon
{N7D4-I8EN00ET-2544MIIK},01/04/2010 08:46:28,DTAA/ZGH0528,PC-4270,Logon
{U7A3-C7IV62YF-3706MFOH},01/04/2010 08:46:38,DTAA/NRH0276,PC-3882,Logon
{D4B4-J7UH97KL-4962GZWC},01/04/2010 08:46:52,DTAA/CRC0996,PC-1046,Logon
{I2X9-M5AX27JF-9989NDBD},01/04/2010 08:47:13,DTAA/GJH0384,PC-4272,Logon
{J6Y7-M6QM10UB-8987UHNY},01/04/2010 08:47:18,DTAA/DCM0725,PC-2771,Logon
{P0V5-F1RY30RX-7392APPM},01/04/2010 08:48:06,DTAA/OZM0468,PC-3041,Logon
{P8Q2-M6VX57BB-4878ZLUS},01/04/2010 08:48:18,DTAA/DNH0619,PC-4336,Logon
{P4F1-W9HJ63AL-7627UWJP},01/04/2010 08:48:39,DTAA/GCH0545,PC-4690,Logon
{V4Q6-V2RK94CH-4017TVGG},01/04/2010 08:49:09,DTAA/TNB0740,PC-2015,Logon
{H3F1-R1QA26QR-5492MJSO},01/04/2010 08:49:19,DTAA/NSD0763,PC-2782,Logon
{S6M7-D1DZ08VN-0867DQVS},01/04/2010 08:49:29,DTAA/AJB0016,PC-1116,Logon
{K4D7-R8KQ53ZF-3268CKGK},01/04/2010 08:49:40,DTAA/JCC0998,PC-4681,Logon
{D2D8-L5TY50IH-9067OHXY},01/04/2010 08:49:46,DTAA/AJC0399,PC-1746,Logon
{N4M8-S0OW35LN-7740INAM},01/04/2010 08:50:00,DTAA/NGC0624,PC-3879,Logon
{Q1K6-T9XR79OQ-1983UKTV},01/04/2010 08:50:12,DTAA/AFD0868,PC-0776,Logon
{O2W5-Z7QP41KX-4357RJMF},01/04/2010 08:50:12,DTAA/EJS0513,PC-0668,Logon
{B6M4-V4HH32QW-0058SBXA},01/04/2010 08:50:15,DTAA/DKB0409,PC-4535,Logon
{X4F4-S5NG73IC-4561XOOL},01/04/2010 08:50:40,DTAA/XRP0435,PC-0431,Logon
{L8A9-V4YT32JY-3595CKRL},01/04/2010 08:51:06,DTAA/RAC0282,PC-3185,Logon
{H5O8-A4QC27IC-4467CIAF},01/04/2010 08:51:16,DTAA/THB0783,PC-0906,Logon
{P4S5-I7BS18XL-5413QUML},01/04/2010 08:51:21,DTAA/VJD0704,PC-0639,Logon
{X2Q8-D2FP46HO-7961WMZZ},01/04/2010 08:51:35,DTAA/TER0923,PC-0011,Logon
{V4Q5-J2TD77ML-1366XDNM},01/04/2010 08:51:39,DTAA/ODW0839,PC-1940,Logon
{D0C4-I7TV92VS-4623IPEZ},01/04/2010 08:51:42,DTAA/THS0006,PC-3234,Logon
{J7H8-S2NX64CZ-7489MBIQ},01/04/2010 08:51:57,DTAA/KKC0575,PC-1458,Logon
{I1A0-X0JB22XA-5065RLGO},01/04/2010 08:52:00,DTAA/CDE0193,PC-3996,Logon
{R1I5-Z1UQ24CS-4138JICF},01/04/2010 08:52:06,DTAA/SSC0387,PC-2858,Logon
{M5Z1-F1EE91WM-7953XMBR},01/04/2010 08:52:18,DTAA/BCH0912,PC-2485,Logon
{E6I7-X0EV06TU-6747UIQF},01/04/2010 08:52:18,DTAA/CAM0975,PC-1922,Logon
{V4Y4-D0HB87MF-4294PKFF},01/04/2010 08:52:19,DTAA/RAA0594,PC-1665,Logon
{U7N3-W3TI18UB-6366DLKX},01/04/2010 08:52:21,DTAA/RJP0874,PC-3476,Logon
{P8N6-Z1KK27TP-2840BIXB},01/04/2010 08:52:25,DTAA/JQH0724,PC-3070,Logon
{U8U5-A5CW81XF-8154YSUO},01/04/2010 08:52:26,DTAA/BAK0787,PC-0433,Logon
{X0M3-H2YS33CL-2739MZVJ},01/04/2010 08:52:33,DTAA/PMB0702,PC-1792,Logon
{F8W5-L9TA51IR-1712UQCD},01/04/2010 08:52:42,DTAA/BPC0533,PC-1229,Logon
{N6S1-U0EW98DE-7146VPGY},01/04/2010 08:52:49,DTAA/DME0620,PC-3739,Logon
{N3I3-O9JV46LO-5980BOJN},01/04/2010 08:52:50,DTAA/BZH0120,PC-0839,Logon
{O0J0-C6QA34EE-8403PHBG},01/04/2010 08:52:54,DTAA/TXR0884,PC-3310,Logon
{S5W2-D0SM86WC-8933JGFJ},01/04/2010 08:52:55,DTAA/BDI0634,PC-4076,Logon
{C2U9-P2YW45TP-1847CJPG},01/04/2010 08:53:03,DTAA/WPH0764,PC-2350,Logon
{J1D2-W8MT59RM-4330YIGW},01/04/2010 08:53:10,DTAA/OJH0425,PC-4118,Logoff
{G5A0-F4JA99XL-0461ZWQU},01/04/2010 08:53:28,DTAA/CBC0653,PC-1048,Logon
{Y0M2-C0QZ36FT-3598QQVC},01/04/2010 08:53:53,DTAA/ABG0179,PC-4171,Logon
{L1A1-I8YS14EZ-8707DRWO},01/04/2010 08:54:02,DTAA/AMD0432,PC-2555,Logon
{I5F5-B1PU60BY-2579DAZI},01/04/2010 08:54:08,DTAA/MAH0712,PC-2112,Logon
{Y4V6-V4IP60WR-1027EVGR},01/04/2010 08:54:23,DTAA/AJP0553,PC-1270,Logon
{S8I5-X1KL44NU-8691IXQT},01/04/2010 08:54:49,DTAA/RAH0968,PC-3119,Logon
{V2X7-U1JQ98ST-0141BZOV},01/04/2010 08:55:33,DTAA/JCG0817,PC-4339,Logon
{Z8L6-X3VQ76OW-3247UFVA},01/04/2010 08:55:41,DTAA/JLL0930,PC-0035,Logon
{Z6B4-C1VT65YS-0385UZZD},01/04/2010 08:55:42,DTAA/ARC0677,PC-0465,Logon
{J0G2-I5QM75WU-9568QODQ},01/04/2010 08:55:45,DTAA/SSC0047,PC-1537,Logon
{T4Z6-I9VW50SW-6383MVQT},01/04/2010 08:55:46,DTAA/CIB0489,PC-4452,Logon
{O8Q7-W0YK26MN-8436HXKA},01/04/2010 08:55:47,DTAA/DKR0696,PC-1434,Logon
{X9Y1-J4NX01YT-3762TEZA},01/04/2010 08:55:57,DTAA/RXM0204,PC-4875,Logon
{H8I4-B9GW68AF-7042UGOE},01/04/2010 08:56:20,DTAA/XQW0354,PC-4067,Logon
{A3P6-F5UC44XK-2711EXOR},01/04/2010 08:56:57,DTAA/BJM0992,PC-2364,Logon
{K4T4-T8GH06NC-9660BQAU},01/04/2010 08:57:27,DTAA/CGR0202,PC-2454,Logon
{Z6W0-E9IC15FJ-3836WVYC},01/04/2010 08:58:02,DTAA/RDT0659,PC-1382,Logon
{N4A5-K3LG64OJ-1144QGXE},01/04/2010 08:58:20,DTAA/RRF0245,PC-0019,Logon
{Z7D9-X0BW88HM-9860UHGB},01/04/2010 08:58:39,DTAA/CLN0999,PC-2365,Logon
{X3G4-A8JL02CA-4679NVNY},01/04/2010 08:59:18,DTAA/SIP0805,PC-0081,Logon
{N0K2-U1NQ65JP-5349PBKT},01/04/2010 08:59:19,DTAA/LAM0952,PC-3449,Logon
{B2E8-X1FY35HZ-0693JZEJ},01/04/2010 08:59:20,DTAA/ACM0061,PC-1324,Logon
{N1K2-N3CA59FQ-8691GARU},01/04/2010 09:00:08,DTAA/TDW0348,PC-4642,Logon
{A9Y0-Z7GB10QG-4420QTUK},01/04/2010 09:01:53,DTAA/DAW0221,PC-4162,Logon
{B8K9-U6AW65SH-9261TNSI},01/04/2010 09:02:09,DTAA/NJS0448,PC-1589,Logon
{A5T5-M9ZR50IK-9482PCAC},01/04/2010 09:03:06,DTAA/ORW0580,PC-2835,Logon
{I6J7-S9WH23FA-3060BFEP},01/04/2010 09:04:09,DTAA/CAH0610,PC-4467,Logon
{S3D5-Y3NA97RQ-1151SYZI},01/04/2010 09:04:17,DTAA/BMR0412,PC-3501,Logon
{V0A3-Y7KJ32PX-1985WODL},01/04/2010 09:04:25,DTAA/JBL0450,PC-2338,Logon
{C5Q2-L8EC28SS-0372EEWV},01/04/2010 09:04:57,DTAA/MCF0427,PC-3754,Logon
{M5T0-P2CX86NO-9770VCHV},01/04/2010 09:05:05,DTAA/MJM0228,PC-2127,Logon
